982452,5382488,"Middle Park, VIC, Australia",Port Phillip,Middle Park,Victoria,3206,Australia,-37.85376,144.96211,Apartment,2.0,2.0,,1.0,0
982577,3705064,"Toorak, VIC, Australia",Stonnington,Toorak,Victoria,3142,Australia,-37.84299,145.00974,Apartment,1.0,1.0,323.0,84.0,43
984021,1612516,"East Melbourne, VIC, Australia",Melbourne,East Melbourne,Victoria,3002,Australia,-37.81307,144.98788000000002,Apartment,1.0,1.0,0.0,100.0,26
985644,5408355,"St Kilda, VIC, Australia",Port Phillip,St Kilda,Victoria,3182,Australia,-37.87105,144.98247,Apartment,1.0,2.0,,220.0,22
995402,5140385,"St Kilda, Vic, Australia",Port Phillip,St Kilda,Victoria,3182,Australia,-37.86459,144.98559,Apartment,1.0,2.0,,160.0,61
997505,1635845,"Ivanhoe, VIC, Australia",Banyule,Ivanhoe,Victoria,3079,Australia,-37.78307,145.04005,House,2.0,2.0,,105.0,13
999067,5491435,"Richmond, VIC, Australia",Yarra,Richmond,Victoria,3121,Australia,-37.8197,144.99125,Guesthouse,1.0,1.0,269.0,100.0,633
1002094,1764883,"Melbourne, VIC, Australia",Melbourne,Melbourne,Victoria,3000,Australia,-37.810590000000005,144.97182,Apartment,1.0,1.0,0.0,170.0,103
1004260,5523791,"Melbourne, VIC, Australia",Yarra,Melbourne,Victoria,3065,Australia,-37.80113,144.97726,Apartment,1.0,1.0,,99.0,1
1009543,5553847,"Southbank, VIC, Australia",Melbourne,Southbank,Victoria,3006,Australia,-37.826440000000005,144.95633999999998,Condominium,1.0,1.0,0.0,230.0,6
1009764,5555223,"Melbourne, VIC, Australia",Melbourne,Melbourne,Victoria,,Australia,-37.82137,144.95354,Serviced apartment,1.0,1.0,0.0,135.0,0
1012462,5570306,"Melbourne, VIC, Australia",Melbourne,Melbourne,Victoria,3000,Australia,-37.818740000000005,144.96219,Apartment,1.0,3.0,0.0,218.0,8
1019387,5309946,"Glen Iris, VIC, Australia",Boroondara,Glen Iris,Victoria,3146,Australia,-37.85575,145.07041,Apartment,1.0,2.0,,111.0,58
1019415,4215071,"Kew, Vic, Australia",Boroondara,Kew,Victoria,3101,Australia,-37.812129999999996,145.04417,Cottage,2.0,3.0,,201.0,0
1040236,5309946,"Glen Iris, VIC, Australia",Boroondara,Glen Iris,Victoria,3146,Australia,-37.85518,145.07035,Apartment,1.0,2.0,,111.0,23
1057401,5824112,"Mordialloc, VIC, Australia",Kingston,Mordialloc,Victoria,3195,Australia,-37.99592,145.0959,Apartment,1.0,1.0,,76.0,38
1057843,5826019,"Toorak, VIC, Australia",Stonnington,Toorak,Victoria,3142,Australia,-37.84235,145.02178,Apartment,1.0,2.0,,195.0,8
1058005,5826019,"Melbourne, VIC, Australia",Stonnington,Melbourne,Victoria,,Australia,-37.85477,145.00638999999998,Apartment,1.0,1.0,,195.0,1
1061196,1701103,"Fitzroy, VIC, Australia",Yarra,Fitzroy,Victoria,3065,Australia,-37.7991,144.98199,Bungalow,1.0,2.0,,250.0,53
1064493,2708837,"St Kilda, VIC, Australia",Port Phillip,St Kilda,Victoria,3182,Australia,-37.86935,144.97961999999998,Apartment,1.0,0.0,,95.0,173
1067281,5869866,"Highett, VIC, Australia",Kingston,Highett,Victoria,3190,Australia,-37.95697,145.0561,House,2.5,4.0,,300.0,2
1075150,5915017,"Olinda, VIC, Australia",Yarra Ranges,Olinda,Victoria,3788,Australia,-37.84937,145.3614,House,2.0,3.0,0.0,230.0,12
1077193,5570306,"Melbourne, VIC, Australia",Melbourne,Melbourne,Victoria,3000,Australia,-37.8187,144.96296,Apartment,1.0,2.0,,198.0,17
1080588,5869866,"Beaumaris, VIC, Australia",Bayside,Beaumaris,Victoria,3193,Australia,-37.987790000000004,145.03663999999998,House,2.5,2.0,,289.0,0
1080758,5944678,"St Kilda, VIC, Australia",Port Phillip,St Kilda,Victoria,3182,Australia,-37.86725,144.9776,Apartment,2.0,2.0,,169.0,32
1090065,5553847,"Southbank, VIC, Australia",Melbourne,Southbank,Victoria,3006,Australia,-37.824909999999996,144.95735,Condominium,2.0,2.0,,289.0,17
1091282,2586919,"Melbourne, VIC, Australia",Melbourne,Melbourne,Victoria,3000,Australia,-37.81905,144.96012,Apartment,2.0,2.0,,250.0,105
